職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
生物學專業與研究人員,政治╱宗教╱社福,35500,39100,42600,46200,49700,學術研究_教育師資,生物學專業與研究人員
生物學專業與研究人員,法律╱會計╱顧問╱研發╱設計,38700,42500,46400,50300,54100,學術研究_教育師資,生物學專業與研究人員
生物學專業與研究人員,醫療照護╱環境衛生,37200,40900,44600,48300,52000,學術研究_教育師資,生物學專業與研究人員
生物學專業與研究人員,農林漁牧╱水電資源,37000,40700,44400,48100,51800,學術研究_教育師資,生物學專業與研究人員
生物學專業與研究人員,教育╱出版╱藝文相關,41000,45100,49200,53300,57400,學術研究_教育師資,生物學專業與研究人員
研究助理,電子科技╱資訊╱軟體╱半導體,37000,40700,44400,48100,51800,學術研究_教育師資,研究助理
研究助理,一般傳統製造,33000,36300,39600,42900,46200,學術研究_教育師資,研究助理
研究助理,政治╱宗教╱社福,36500,40100,43700,47400,51000,學術研究_教育師資,研究助理
研究助理,法律╱會計╱顧問╱研發╱設計,37900,41700,45500,49300,53000,學術研究_教育師資,研究助理
研究助理,運輸物流╱倉儲╱貿易,27900,30700,33500,36300,39100,學術研究_教育師資,研究助理
研究助理,建築營造╱不動產相關,37000,40700,44400,48100,51800,學術研究_教育師資,研究助理
研究助理,醫療照護╱環境衛生,35000,38500,42000,45500,49000,學術研究_教育師資,研究助理
研究助理,農林漁牧╱水電資源,36000,39600,43200,46800,50400,學術研究_教育師資,研究助理
研究助理,旅遊╱休閒╱運動,36000,39600,43200,46800,50400,學術研究_教育師資,研究助理
研究助理,教育╱出版╱藝文相關,36100,39700,43300,46900,50600,學術研究_教育師資,研究助理
研究助理,批發╱零售,34200,37700,41100,44500,47900,學術研究_教育師資,研究助理
社會學研究人員,電子科技╱資訊╱軟體╱半導體,500000,550000,600000,650000,700000,學術研究_教育師資,社會學研究人員
社會學研究人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,學術研究_教育師資,社會學研究人員
社會學研究人員,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,學術研究_教育師資,社會學研究人員
社會學研究人員,醫療照護╱環境衛生,33000,36300,39600,42900,46200,學術研究_教育師資,社會學研究人員
社會學研究人員,一般服務業,700000,770000,840000,910000,980000,學術研究_教育師資,社會學研究人員
社會學研究人員,教育╱出版╱藝文相關,36900,40600,44300,47900,51600,學術研究_教育師資,社會學研究人員
統計學研究人員,電子科技╱資訊╱軟體╱半導體,57300,63000,68700,74500,80200,學術研究_教育師資,統計學研究人員
統計學研究人員,一般傳統製造,57500,63300,69000,74800,80500,學術研究_教育師資,統計學研究人員
統計學研究人員,政治╱宗教╱社福,33200,36500,39800,43200,46500,學術研究_教育師資,統計學研究人員
統計學研究人員,金融投顧╱保險相關,46000,50600,55200,59800,64400,學術研究_教育師資,統計學研究人員
統計學研究人員,法律╱會計╱顧問╱研發╱設計,53500,58900,64200,69600,74900,學術研究_教育師資,統計學研究人員
統計學研究人員,醫療照護╱環境衛生,38000,41800,45600,49400,53200,學術研究_教育師資,統計學研究人員
統計學研究人員,一般服務業,40000,44000,48000,52000,56000,學術研究_教育師資,統計學研究人員
統計學研究人員,教育╱出版╱藝文相關,43600,48000,52300,56700,61100,學術研究_教育師資,統計學研究人員
臨床／實驗室研究人員,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,一般傳統製造,42000,46200,50400,54600,58800,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,政治╱宗教╱社福,41500,45700,49800,54000,58100,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,法律╱會計╱顧問╱研發╱設計,42000,46200,50400,54600,58800,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,醫療照護╱環境衛生,40000,44000,48000,52000,56000,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,農林漁牧╱水電資源,29500,32400,35400,38300,41300,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,教育╱出版╱藝文相關,60800,66900,73000,79100,85200,學術研究_教育師資,臨床／實驗室研究人員
臨床／實驗室研究人員,批發╱零售,37500,41300,45000,48800,52500,學術研究_教育師資,臨床／實驗室研究人員
英語教師,政治╱宗教╱社福,33100,36500,39800,43100,46400,學術研究_教育師資,英語教師
英語教師,教育╱出版╱藝文相關,37000,40700,44400,48100,51800,學術研究_教育師資,英語教師
華語教師,教育╱出版╱藝文相關,45000,49500,54000,58500,63000,學術研究_教育師資,華語教師
講師,電子科技╱資訊╱軟體╱半導體,42000,46200,50400,54600,58800,學術研究_教育師資,講師
講師,一般傳統製造,50000,55000,60000,65000,70000,學術研究_教育師資,講師
講師,政治╱宗教╱社福,33000,36300,39600,42900,46200,學術研究_教育師資,講師
講師,金融投顧╱保險相關,40000,44000,48000,52000,56000,學術研究_教育師資,講師
講師,法律╱會計╱顧問╱研發╱設計,79000,86900,94800,102700,110600,學術研究_教育師資,講師
講師,運輸物流╱倉儲╱貿易,49000,53900,58800,63700,68600,學術研究_教育師資,講師
講師,醫療照護╱環境衛生,39500,43500,47400,51400,55300,學術研究_教育師資,講師
講師,農林漁牧╱水電資源,29500,32500,35400,38400,41300,學術研究_教育師資,講師
講師,一般服務業,40000,44000,48000,52000,56000,學術研究_教育師資,講師
講師,旅遊╱休閒╱運動,40000,44000,48000,52000,56000,學術研究_教育師資,講師
講師,餐飲╱住宿服務,40500,44600,48600,52700,56700,學術研究_教育師資,講師
講師,教育╱出版╱藝文相關,45000,49500,54000,58500,63000,學術研究_教育師資,講師
講師,批發╱零售,50000,55000,60000,65000,70000,學術研究_教育師資,講師
韓語教師,教育╱出版╱藝文相關,30000,33000,36000,39000,42000,學術研究_教育師資,韓語教師
高中職教師,電子科技╱資訊╱軟體╱半導體,50000,55000,60000,65000,70000,學術研究_教育師資,高中職教師
高中職教師,農林漁牧╱水電資源,45000,49500,54000,58500,63000,學術研究_教育師資,高中職教師
高中職教師,一般服務業,43500,47900,52200,56600,60900,學術研究_教育師資,高中職教師
高中職教師,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,學術研究_教育師資,高中職教師
高中職教師,餐飲╱住宿服務,55000,60500,66000,71500,77000,學術研究_教育師資,高中職教師
高中職教師,教育╱出版╱藝文相關,45800,50400,55000,59600,64200,學術研究_教育師資,高中職教師
高中職教師,批發╱零售,36000,39600,43200,46800,50400,學術研究_教育師資,高中職教師
作文老師,教育╱出版╱藝文相關,33000,36300,39600,42900,46200,幼教才藝_補習進修,作文老師
保母／托育人員,電子科技╱資訊╱軟體╱半導體,60000,66000,72000,78000,84000,幼教才藝_補習進修,保母／托育人員
保母／托育人員,一般傳統製造,28800,31700,34500,37400,40300,幼教才藝_補習進修,保母／托育人員
保母／托育人員,政治╱宗教╱社福,32000,35200,38400,41600,44800,幼教才藝_補習進修,保母／托育人員
保母／托育人員,金融投顧╱保險相關,35500,39100,42600,46200,49700,幼教才藝_補習進修,保母／托育人員
保母／托育人員,法律╱會計╱顧問╱研發╱設計,35000,38500,42000,45500,49000,幼教才藝_補習進修,保母／托育人員
保母／托育人員,運輸物流╱倉儲╱貿易,65000,71500,78000,84500,91000,幼教才藝_補習進修,保母／托育人員
保母／托育人員,建築營造╱不動產相關,32000,35200,38400,41600,44800,幼教才藝_補習進修,保母／托育人員
保母／托育人員,醫療照護╱環境衛生,32000,35200,38400,41600,44800,幼教才藝_補習進修,保母／托育人員
保母／托育人員,一般服務業,32000,35200,38400,41600,44800,幼教才藝_補習進修,保母／托育人員
保母／托育人員,餐飲╱住宿服務,29000,31900,34800,37700,40600,幼教才藝_補習進修,保母／托育人員
保母／托育人員,教育╱出版╱藝文相關,30500,33600,36600,39700,42700,幼教才藝_補習進修,保母／托育人員
保母／托育人員,批發╱零售,31800,35000,38200,41400,44600,幼教才藝_補習進修,保母／托育人員
其他教育類老師,一般傳統製造,31700,34900,38100,41300,44400,幼教才藝_補習進修,其他教育類老師
其他教育類老師,政治╱宗教╱社福,32000,35200,38400,41600,44800,幼教才藝_補習進修,其他教育類老師
其他教育類老師,法律╱會計╱顧問╱研發╱設計,40000,44000,48000,52000,56000,幼教才藝_補習進修,其他教育類老師
其他教育類老師,一般服務業,27000,29700,32400,35100,37800,幼教才藝_補習進修,其他教育類老師
其他教育類老師,旅遊╱休閒╱運動,25500,28100,30600,33200,35700,幼教才藝_補習進修,其他教育類老師
其他教育類老師,餐飲╱住宿服務,29000,31900,34800,37700,40600,幼教才藝_補習進修,其他教育類老師
其他教育類老師,教育╱出版╱藝文相關,31600,34800,38000,41100,44300,幼教才藝_補習進修,其他教育類老師
其他教育類老師,批發╱零售,40000,44000,48000,52000,56000,幼教才藝_補習進修,其他教育類老師
升學補習班老師,一般傳統製造,33000,36300,39600,42900,46200,幼教才藝_補習進修,升學補習班老師
升學補習班老師,農林漁牧╱水電資源,100000,110000,120000,130000,140000,幼教才藝_補習進修,升學補習班老師
升學補習班老師,教育╱出版╱藝文相關,34000,37400,40800,44200,47600,幼教才藝_補習進修,升學補習班老師
園長,政治╱宗教╱社福,49500,54500,59400,64400,69300,幼教才藝_補習進修,園長
園長,農林漁牧╱水電資源,35000,38500,42000,45500,49000,幼教才藝_補習進修,園長
園長,旅遊╱休閒╱運動,55000,60500,66000,71500,77000,幼教才藝_補習進修,園長
園長,教育╱出版╱藝文相關,48000,52800,57600,62400,67200,幼教才藝_補習進修,園長
安親課輔老師,電子科技╱資訊╱軟體╱半導體,30000,33000,36000,39000,42000,幼教才藝_補習進修,安親課輔老師
安親課輔老師,一般傳統製造,30000,33000,36000,39000,42000,幼教才藝_補習進修,安親課輔老師
安親課輔老師,政治╱宗教╱社福,30500,33600,36600,39700,42700,幼教才藝_補習進修,安親課輔老師
安親課輔老師,運輸物流╱倉儲╱貿易,28000,30800,33600,36400,39200,幼教才藝_補習進修,安親課輔老師
安親課輔老師,一般服務業,29000,31900,34800,37700,40600,幼教才藝_補習進修,安親課輔老師
安親課輔老師,旅遊╱休閒╱運動,26000,28600,31200,33800,36400,幼教才藝_補習進修,安親課輔老師
安親課輔老師,餐飲╱住宿服務,28000,30800,33600,36400,39200,幼教才藝_補習進修,安親課輔老師
安親課輔老師,教育╱出版╱藝文相關,30000,33000,36000,39000,42000,幼教才藝_補習進修,安親課輔老師
安親課輔老師,批發╱零售,28000,30800,33600,36400,39200,幼教才藝_補習進修,安親課輔老師
幼教老師,電子科技╱資訊╱軟體╱半導體,43000,47300,51600,55900,60200,幼教才藝_補習進修,幼教老師
幼教老師,一般傳統製造,28000,30800,33600,36400,39200,幼教才藝_補習進修,幼教老師
幼教老師,政治╱宗教╱社福,29000,31900,34800,37700,40600,幼教才藝_補習進修,幼教老師
幼教老師,金融投顧╱保險相關,30000,33000,36000,39000,42000,幼教才藝_補習進修,幼教老師
幼教老師,旅遊╱休閒╱運動,28000,30800,33600,36400,39200,幼教才藝_補習進修,幼教老師
幼教老師,餐飲╱住宿服務,32000,35200,38400,41600,44800,幼教才藝_補習進修,幼教老師
幼教老師,大眾傳播相關,45000,49500,54000,58500,63000,幼教才藝_補習進修,幼教老師
幼教老師,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,幼教才藝_補習進修,幼教老師
幼教老師,批發╱零售,35000,38500,42000,45500,49000,幼教才藝_補習進修,幼教老師
才藝類老師,一般傳統製造,28000,30800,33600,36400,39200,幼教才藝_補習進修,才藝類老師
才藝類老師,政治╱宗教╱社福,29800,32800,35700,38700,41700,幼教才藝_補習進修,才藝類老師
才藝類老師,法律╱會計╱顧問╱研發╱設計,26000,28600,31200,33800,36400,幼教才藝_補習進修,才藝類老師
才藝類老師,醫療照護╱環境衛生,27400,30200,32900,35700,38400,幼教才藝_補習進修,才藝類老師
才藝類老師,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,幼教才藝_補習進修,才藝類老師
才藝類老師,餐飲╱住宿服務,29500,32500,35400,38400,41300,幼教才藝_補習進修,才藝類老師
才藝類老師,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,幼教才藝_補習進修,才藝類老師
才藝類老師,批發╱零售,28500,31400,34200,37100,39900,幼教才藝_補習進修,才藝類老師
托育中心主任／主管,政治╱宗教╱社福,38000,41800,45600,49400,53200,幼教才藝_補習進修,托育中心主任／主管
